FieldsBase Subsea Installation Search - Data Download,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:17 for Dirk Rook,,,,,,,,,,,,
,,,,,,,,,,,,
Filters:,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Status,Type,Installation year,Tree supplier,Total wells,Water depth (m),Remark
Southeast Asia,Indonesia,Mahakam,Peciko,Peciko Phase IV,Total,Installed,Satellite,2004,,3,50,
Southeast Asia,Indonesia,Rapak,Sadewa,Sadewa,Chevron,Planned,,2017,,6,540,
Southeast Asia,Indonesia,South Natuna Block B,Sembilang,Sembilang,ConocoPhillips,Installed,Satellite,1994,Cooper Cameron,5,76,
Southeast Asia,Indonesia,,Sepinggan/Attaka 2010,Sepinggan,Unocal,Installed,Satellite,1991,FMC,1,45,
Southeast Asia,Indonesia,South Natuna Block B,South Belut,South Belut,ConocoPhillips,Installed,,2014,FMC,10,90,"Tree Count:  10
Water Depth:  80 - 90 meter
Tree Type:  Enhanced Vertical Deep Water Tree
Tree Pressure:  5,000 psi
Tree Bore Size:  5"" Nominal Diameter
Hydrocarbon:  Oil and Gas"
Southeast Asia,Indonesia,West Natuna Block B,Belida,Tembang/Belida,ConocoPhillips,Installed,Satellite,2001,,2,152,
Southeast Asia,Indonesia,West Natuna Sea Block B,Tembang,Tembang/Belida,ConocoPhillips,Installed,Satellite,2001,,2,152,
Southeast Asia,Indonesia,Kangean,Terang,TSB Phase 1 (Terang),Energi Mega Persada,Installed,Cluster,2011,Dril-Quip,5,150,
Southeast Asia,Indonesia,Kangean,Terang/Sirasun/Batur (TSB),TSB Phase 2 (Sirasun/Batur),Energi Mega Persada,Planned,Cluster,2015,Dril-Quip,3,75,"SURF to retender,possibly in June. May split cont into 4 packages."
Southeast Asia,Indonesia,Kangean,Terang/Sirasun/Batur (TSB),TSB Phase 2 (Sirasun/Batur),Energi Mega Persada,Planned,Satellite,2015,Dril-Quip,1,75,"SURF to retender,possibly in June. May split cont into 4 packages."
Southeast Asia,Malaysia,PM-10,Angsi,Angsi CEOR,Petronas Carigali,Cancelled,,2018,,1,60,
Southeast Asia,Malaysia,MLNG Dua,B12,B12 ss tieback to B11,Sarawak Shell,Installed,Daisy Chain,2006,,2,95,
Southeast Asia,Malaysia,SK-15,Baronia,Baronia,Shell,Installed,Satellite,1971,Cooper Cameron,2,75,
Southeast Asia,Malaysia,SB-H,Block H,Block H FLNG Phase I,Murphy,Planned,Cluster,2015,,5,"1,149",
Southeast Asia,Malaysia,SB-H,Block H,Block H FLNG Phase I,Murphy,Planned,Satellite,2017,,4,"1,149",
Southeast Asia,Malaysia,SB-H,Block H,Block H FLNG Phase I,Murphy,Planned,Satellite,2017,,1,198,
Southeast Asia,Malaysia,SB-H,Block H,Block H FLNG Phase I,Murphy,Planned,Cluster,2017,,2,"1,149",
Southeast Asia,Malaysia,SK312,F14/F29,F14/F29,Shell,Construction,,2014,,1,96,Single subsea well
Southeast Asia,Malaysia,,,Gumusut-Kakap EPS,Shell,Installed,Satellite,2011,FMC,2,"1,200",2 subsea wells tied back to Kikeh production facility as part of EPS
Southeast Asia,Malaysia,SB-J,Gumusut-Kakap,Gumusut-Kakap Phase I,Shell,Installed,,2011,FMC,19,"1,200","Potential bidders are thought to likely include TL Offshore,J Ray McDermott,and possibly Saipem.Scope:84-mile t/l, f/lines, assoc ss elements"
Southeast Asia,Malaysia,SB-K,Kikeh,Kikeh,Murphy,Installed,Cluster,2009,Aker Kvaerner,17,"1,350",
Southeast Asia,Malaysia,SK306,Kumang Cluster,Kumang Cluster Phase 1,Petronas Carigali,Installed,,2011,Aker Solutions,2,40,"Kanowit subsea
10/10 the delivery of subsea is expected in 2011."
Southeast Asia,Malaysia,,Kumang Cluster,Kumang Cluster Phase 2A,Petronas Carigali,Planned,,2016,,2,40,
Southeast Asia,Malaysia,SK-8,M4,M4,Sarawak Shell,Installed,Satellite,2002,,2,95,Tree supplier: Unknown Subsidiary of ABB.
Southeast Asia,Malaysia,SK-8,Selasih,Selasih,Shell,Installed,,2011,,1,90,
Southeast Asia,Malaysia,SK-8,Serai,Serai,Shell,Installed,Satellite,2004,,2,130,
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,Aker Solutions,1,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,Aker Solutions,2,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,Aker Solutions,1,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,Aker Solutions,1,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,Aker Solutions,2,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,Aker Solutions,2,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,,2,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Cluster,2013,Aker Solutions,1,"1,396",
Southeast Asia,Malaysia,SB-K,Siakap North-Petai (SNP),Siakap North-Petai,Murphy,Installed,Satellite,2013,,1,"1,396",
Southeast Asia,Malaysia,North Sabah EOR Development PSC,St. Joseph,St Joseph CEOR (Pilot Phase),Shell,Planned,,2016,,1,50,
Southeast Asia,Papua New Guinea,PPL 82,Pandora,Pandora,Talisman,Possible,,2018,,3,128,
Southeast Asia,Philippines,SC 6,Cadlao,Cadlao,BP,Installed,Satellite,1981,FMC,3,92,
Southeast Asia,Philippines,SC 38,Malampaya Oil,Camago-Malampaya Oil Leg (2011),PNOC Exploration,Cancelled,Cluster,2017,,20,846,
Southeast Asia,Philippines,SC 14C1,Galoc,Galoc Phase I,Nido Petroleum,Installed,Satellite,2008,,2,320,10/07: Installation expected in late Dec 07. Energy Searcher to drill development wells.  Fabrication of trees begun Oct 06 with installation expected Q4 2007.
Southeast Asia,Philippines,SC 14C1,Galoc,Galoc Phase II,Galoc Production,Installed,Satellite,2013,Dril-Quip,3,320,
Southeast Asia,Philippines,SC 38,Malampaya/Camago,Malampaya/Camago Phase I,Shell,Installed,Cluster,2001,Cooper Cameron,5,850,"3.1 TCF gas. 5 wells drill initially.  ATWOOD FALCON drilling 11/97-3/98, 11/98-10/01.Drill last 4 2009; may involve 2nd manifold on Camago w/2 wells + addl 2 on Malampaya from original manifold."
Southeast Asia,Philippines,SC 38,Malampaya/Camago,Malampaya/Camago Phase I expansion,Shell,Installed,Cluster,2011,,2,846,
Southeast Asia,Philippines,SC 38,Malampaya/Camago,Malampaya/Camago Phase I expansion,Shell,Installed,Cluster,2011,,2,850,
Southeast Asia,Philippines,SC 38,Malampaya/Camago,Malampaya/Camago Phase II,Shell,Installed,,2014,Cameron,2,850,
Southeast Asia,Philippines,SC 6A,Octon,Octon,Philodrill,Possible,Cluster,2015,,2,90,
Southeast Asia,Philippines,,,Tindalo/Yakal/Nido 1X1,Nido Petroleum,Planned,,2017,,1,101,"One well on each field, with Nido 1X1 to be developed later."
Southeast Asia,Philippines,C,West Linapacan A,West Linapacan,Alcorn,Installed,Satellite,1992,ABB Vetco Gray,3,350,
Southeast Asia,Philippines,SC 14C2,West Linapacan A,West Linapacan A Redevelopment,Pitkin Petroleum,Planned,Cluster,2015,,2,290,02/2014: To check on actual development plan for field
Southeast Asia,Philippines,SC 14C2,West Linapacan B,West Linapacan B Redevelopment,Pitkin Petroleum,Possible,,2016,,1,290,
Southeast Asia,Thailand,B8/38,Bualuang,Bualuang Phase 1,Salamander Energy,Installed,,2008,,6,45,
Southeast Asia,Thailand,G5/43,Songkhla,Songkhla Phase 1,NuCoastal,Installed,,2009,,2,21,
Southeast Asia,Vietnam,103,Bach Long,Bach Long,PIDC,Possible,,2015,,2,30,
Southeast Asia,Vietnam,07/03,Ca Rong Do/Ca Duc,Ca Rong Do (CRD)/Ca Duc,Talisman,Planned,,2017,,2,320,
Southeast Asia,Vietnam,05-1A,Dai Hung,Dai Hung Phase I,BHP Billiton,Installed,Cluster,1994,FMC,6,115,
Southeast Asia,Vietnam,05-1A,Dai Hung,Dai Hung Phase II and III,PetroVietnam,Installed,Satellite,2000,FMC,2,120,
Southeast Asia,Vietnam,05-1A,Dai Hung,Dai Hung Phase II and III,BHP Billiton,Installed,Satellite,2004,FMC,3,115,
Southeast Asia,Vietnam,05-1A,Dai Hung,Dai Hung Phase II Expansion,PVEP,Installed,Satellite,2011,FMC,3,115,
Southeast Asia,Vietnam,05-1A,Dai Hung,Dai Hung Subsea tie-back to DH2,PVEP,Installed,,2013,FMC,1,,The project will involve the installation of a flowline from the new DH-19P well to the eleventh slot of the Dai Hung 2 wellhead platform (WHP DH-II).
Southeast Asia,Vietnam,12E,Dua,Dua,Premier,Installed,Cluster,2013,GE Oil & Gas,3,110,
Southeast Asia,Vietnam,6-1,Lan Tay/Lan Do,Lan Do Phase I,BP,Installed,Template,2002,Kvaerner Brug,7,145,Tied back to Nam Con Son trunkline.
Southeast Asia,Vietnam,6-1,Lan Tay/Lan Do,Lan Do Phase I,BP,Installed,,2004,Kvaerner Brug,3,145,
Southeast Asia,Vietnam,16-2,Lan Tay/Lan Do,Lan Do Phase III,BP,Installed,Cluster,2012,FMC,2,185,
"USA, Gulf of Mexico",USA,Miss Canyon - 305,Aconcagua,Aconcagua,Total,Installed,Satellite,2002,Cooper Cameron,4,"2,164",Umbilical comes from Canyon Station JP platform through EHDU in this field to Canyon Hills (500012453).
"USA, Gulf of Mexico",USA,Ship Shoal - 361,Agate,Agate,ConocoPhillips,Installed,Satellite,1998,FMC,1,123,
"USA, Gulf of Mexico",USA,Green Canyon - 254,Allegheny,Allegheny,Eni,Installed,Satellite,1999,Cooper Cameron,4,991,
"USA, Gulf of Mexico",USA,Green Canyon - 298,Allegheny South,Allegheny South,Eni,Installed,Satellite,2006,,2,"1,008",
"USA, Gulf of Mexico",USA,Miss Canyon - 26,Amethyst - US Gulf,Amethyst - US Gulf,Stone Energy,Planned,Satellite,2014,OneSubsea,1,335,tie-back to Pompano platform
"USA, Gulf of Mexico",USA,Miss Canyon - 755,Anduin,Anduin,Newfield Exploration,Installed,Satellite,2007,,2,902,
"USA, Gulf of Mexico",USA,Miss Canyon - 754,Anduin West,Anduin West,ATP Oil & Gas,Installed,Satellite,2008,,1,831,
"USA, Gulf of Mexico",USA,Green Canyon - 113,Angus,Angus,Shell,Installed,Cluster,1999,FMC,3,629,
"USA, Gulf of Mexico",USA,Garden Banks - 73,Apia,Apia,Mariner Energy,Installed,Satellite,2000,Cooper Cameron,1,226,
"USA, Gulf of Mexico",USA,Miss Canyon - 460,Appaloosa,Appaloosa,Eni,Installed,Satellite,2011,Aker Solutions,1,792,Developmental drilling was underway on the field when the moratorium was issued forcing operators to cease drilling operations.
"USA, Gulf of Mexico",USA,Miss Canyon - 460,Appaloosa,Appaloosa phase 2,Eni,Installed,Satellite,2013,,1,803,
"USA, Gulf of Mexico",USA,Miss Canyon - 391,Appomattox,Appomattox,Shell,Planned,Cluster,2020,,6,"2,195",
"USA, Gulf of Mexico",USA,Ewing Bank - 963,Arnold,Arnold,Marathon,Installed,Satellite,1998,ABB Vetco Gray,2,536,
"USA, Gulf of Mexico",USA,Green Canyon - 243,Aspen,Aspen,Nexen,Installed,Satellite,2007,Cameron,5,960,"Two wells on stream, third expected on stream by mid-2004. Proven reserves = 52 MMBOE."
"USA, Gulf of Mexico",USA,Green Canyon - 743,Atlantis,Atlantis,BP,Construction,Cluster,2016,FMC,18,"2,060",
"USA, Gulf of Mexico",USA,,Atlantis,Atlantis East (Ph3),"BP, Shell",Possible,,2017,,6,"1,981",Atlantis East will develop eastern portion of Atlantis field. May also include potential water injection expansion.
"USA, Gulf of Mexico",USA,Green Canyon - 699,Atlantis,Atlantis North,BP,Construction,Cluster,2014,FMC,7,"1,647",
"USA, Gulf of Mexico",USA,Green Canyon - 178,Baccarat,"Baccarat, Baccarat Decommissioning",W & T Offshore,Removed,,2004,Cameron,1,427,
"USA, Gulf of Mexico",USA,East Breaks - 597,Balboa,Balboa,Mariner Energy,Installed,Satellite,2009,,1,"1,028",
"USA, Gulf of Mexico",USA,Atwater Valley - 426,Bass Lite,Bass Lite,Mariner Energy,Installed,Satellite,2007,Cameron,2,"2,017",
"USA, Gulf of Mexico",USA,Miss Canyon - 705,Biddy Ball,Biddy Ball,LLOG,Installed,Satellite,2014,,1,259,To use existing Firebird Flowline: Well will be tied back to GI 115 Platform A
"USA, Gulf of Mexico",USA,Miss Canyon - 698,Rio Grande Complex,Big Bend/Dantzler/Troubadour,Noble Energy,Planned,Satellite,2015,OneSubsea,1,"2,195",Initially a one-well tie-back
"USA, Gulf of Mexico",USA,Miss Canyon - 699,Rio Grande Complex,Big Bend/Dantzler/Troubadour,Noble Energy,Possible,,2017,OneSubsea,1,"2,217",
"USA, Gulf of Mexico",USA,Miss Canyon - 782,Rio Grande Complex,Big Bend/Dantzler/Troubadour,Noble Energy,Planned,Daisy Chain,2018,,2,"2,006",tieback likely Thunder Hawk- other facilities being considered include Na Kika and Blind Faith
"USA, Gulf of Mexico",USA,Ewing Bank - 966,Black Widow,Black Widow,Mariner Energy,Installed,Satellite,2000,Cooper Cameron,1,585,"1st prod either 3 or 4q00 at 5,000 to 8,000 B/D."
"USA, Gulf of Mexico",USA,Ewing Bank - 921,Black Widow North,Black Widow North,"Walter Oil & Gas, Noble Energy",Installed,Satellite,2005,Dril-Quip,1,533,
"USA, Gulf of Mexico",USA,Miss Canyon - 695,Blind Faith,Blind Faith,Chevron,Installed,Cluster,2008,FMC,5,"2,117",
"USA, Gulf of Mexico",USA,Miss Canyon - 695,Blind Faith,Blind Faith Gas Lift,Chevron,Installed,,2013,,1,"2,134",
"USA, Gulf of Mexico",USA,East Breaks - 642,Boomvang,Boomvang,Anadarko,Installed,Satellite,2004,Cameron,1,"1,097","TOPS = subsea desing. First production late 2q02. Well onstream June 24, 2002."
"USA, Gulf of Mexico",USA,East Breaks - 643,Boomvang,Boomvang,Anadarko,Installed,,2008,,1,,
"USA, Gulf of Mexico",USA,East Breaks - 688,Boomvang,"Boomvang, East Boomvang decommissioning",Anadarko,Installed,Satellite,2003,Cameron,4,"1,158",
"USA, Gulf of Mexico",USA,Green Canyon - 282,Boris,Boris,BHP Billiton,Installed,Cluster,2003,Cooper Cameron,2,727,"Reserves = 10-35 mmboe, production = 11,000 b/d of oil. Partners = ChevronTexaco and Noble Energy with 25% each. BHP will install the trees. Well #1 - start-up Feb 03, Well #2 - start-up mid-yr 2003."
"USA, Gulf of Mexico",USA,Keathley Canyon - 736,Buckskin/Moccasin,Buckskin/Moccasin,Chevron,Possible,Satellite,2016,,1,"2,060",
"USA, Gulf of Mexico",USA,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin/Moccasin,Chevron,Possible,,2018,,7,"2,109",
"USA, Gulf of Mexico",USA,Garden Banks - 463,Bushwood,Bushwood,Apache,Installed,Satellite,2011,General Electric,1,853,No additional lines needed...to be tied into existing Geauxpher lines
"USA, Gulf of Mexico",USA,Green Canyon - 726,Caesar-Tonga,Caesar-Tonga,Anadarko,Installed,Satellite,2011,FMC,1,"1,615",
"USA, Gulf of Mexico",USA,Green Canyon - 727,Caesar-Tonga,Caesar-Tonga,Anadarko,Installed,Satellite,2011,FMC,1,"1,615",
"USA, Gulf of Mexico",USA,Green Canyon - 683,Caesar-Tonga,Caesar-Tonga,Anadarko,Installed,Satellite,2014,FMC,2,"1,615",FMC and Anadarko have a five-year alliance agreement for subsea equipment related to the US GoM - was signed in 2008.
"USA, Gulf of Mexico",USA,Green Canyon - 683,Caesar-Tonga,Caesar-Tonga Phase II,Anadarko,Construction,Cluster,2017,,4,"1,615","future wells from Caesar, Tonga and West Tonga fields."
"USA, Gulf of Mexico",USA,Miss Canyon - 876,Callisto (USA),Callisto,Anadarko,Installed,,2010,,1,"2,374",
"USA, Gulf of Mexico",USA,Miss Canyon - 348,Camden Hills,Camden Hills,Marathon,Installed,Daisy Chain,2002,Cooper Cameron,2,"2,197",
"USA, Gulf of Mexico",USA,East Cameron - 378,Canvasback,Canvasback,Sonat Exploration,Installed,Satellite,1997,,1,137,
"USA, Gulf of Mexico",USA,East Cameron - 378,Canvasback,Canvasback,Energy Partners,Installed,Satellite,2004,Cooper Cameron,1,133,
"USA, Gulf of Mexico",USA,Garden Banks - 427,Cardamom,Cardamom Deep,Shell,Construction,Cluster,2014,FMC,5,872,
"USA, Gulf of Mexico",USA,Miss Canyon - 29,Mississippi Canyon 29,Cardona,Stone Energy,Installed,,2014,OneSubsea,2,671,WD is an estimate
"USA, Gulf of Mexico",USA,Walker Ridge - 469,Cascade/Chinook,Cascade/Chinook Phase 1,Petrobras,Installed,Satellite,2010,FMC,1,"2,691",Initially Chinook will include 1 subsea well...possible additions in later phases.
"USA, Gulf of Mexico",USA,Walker Ridge - 206,Cascade/Chinook,Cascade/Chinook Phase 1,Petrobras,Installed,Cluster,2013,FMC,2,"2,499",
"USA, Gulf of Mexico",USA,,Cascade/Chinook,Cascade/Chinook Phase 2,Petrobras,Construction,Cluster,2015,FMC,5,"2,286",Additional subsea tiebacks from cascade and Chinook fields to Phase 1 facilities - two eight slot manifolds
"USA, Gulf of Mexico",USA,Walker Ridge - 206,Cascade/Chinook,Cascade/Chinook Phase 3,Petrobras,Possible,Cluster,2020,,7,"2,499",
"USA, Gulf of Mexico",USA,Lloyd Ridge - 400,Cheyenne East,Cheyenne East,Anadarko,Installed,,2012,FMC,2,"2,810",
"USA, Gulf of Mexico",USA,Green Canyon - 320,Chilkoot,Chilkoot,Anadarko,Cancelled,,2005,,,777,Discovery considered non-commercial to date.
"USA, Gulf of Mexico",USA,Green Canyon - 299,Clipper,Clipper,ATP Oil & Gas,Installed,Satellite,2012,Cameron,2,"1,000",8/11: No.2 well undergoing completion followed by no.4
"USA, Gulf of Mexico",USA,Green Canyon - 448,Condor,Condor,Deep Gulf Energy,Installed,Satellite,2010,FMC,1,995,FMC and LLOG have frame agreement
"USA, Gulf of Mexico",USA,Garden Banks - 215,Conger,Conger,Hess,Installed,Satellite,2003,Aker Kvaerner,4,446,"Set #4 9/00, #8 11/00, #5 12/00 by OCEAN VALIANT.World's 1st 15K HT for install in US GoM. All 4 wells on stream."
"USA, Gulf of Mexico",USA,Garden Banks - 215,Conger,Conger Ph2,Hess,Installed,Satellite,2009,,1,460,11/09: Well drilled and being completed. Should be completed and come online during the 4Q09.
"USA, Gulf of Mexico",USA,Green Canyon - 680,Constitution,Constitution,Anadarko,Installed,Satellite,2006,FMC,1,"1,524",
"USA, Gulf of Mexico",USA,Garden Banks - 388,Cooper,Cooper,Enserch,Removed,Template,1996,Cooper Cameron,7,670,
"USA, Gulf of Mexico",USA,Green Canyon - 733,Copper,Copper,Freeport-McMoran,Possible,Satellite,2016,,1,"1,336",
"USA, Gulf of Mexico",USA,East Breaks - 161,Corona,Corona,Unocal,Installed,Satellite,2001,,1,290,
"USA, Gulf of Mexico",USA,Garden Banks - 244,Cottonwood,Cottonwood,Petrobras,Installed,Satellite,2007,FMC,3,671,"McDermott is to install 17-mile (27km) tie-back. FMC will supply subsea equipment, Oceaneering will install umbilicals, and Bay Offshore will supply process modules"
"USA, Gulf of Mexico",USA,Miss Canyon - 322,Crater Lake,Crater Lake,Walter Oil & Gas,Installed,Satellite,2001,,2,207,
"USA, Gulf of Mexico",USA,Miss Canyon - 899,Crosby,"Crosby, Crosby - IRM",Shell,Installed,Cluster,2001,FMC,3,"1,341",
"USA, Gulf of Mexico",USA,Ewing Bank - 989,Cypress,Cypress,W & T Offshore,Installed,Satellite,2007,Cameron,1,299,
"USA, Gulf of Mexico",USA,DeSoto Canyon - 48,Dalmatian,Dalmatian,Murphy,Installed,Satellite,2014,Aker Solutions,2,"1,798",9/13: completion work to be carried out by Discoverer Deep Seas in early January 2014
"USA, Gulf of Mexico",USA,DeSoto Canyon - 134,Dalmatian South,Dalmatian South,Murphy,Planned,,2016,,1,"1,949",
"USA, Gulf of Mexico",USA,Green Canyon - 646,Daniel Boone,Daniel Boone,W & T Offshore,Installed,,2009,,2,"1,280",FEED work ongoing for field - contractors expect tenders by year-end. Possible one ot two well tie back. W & T's considering offshore installation early 2009
"USA, Gulf of Mexico",USA,Garden Banks - 506,Danny-Noonan,Danny,ERT,Installed,Satellite,2008,,1,823,
"USA, Gulf of Mexico",USA,Garden Banks - 506,Danny-Noonan,Danny 2 (aka Kathleen),ERT,Installed,,2012,,1,858,installation of subsea tree contingent on drilling results
"USA, Gulf of Mexico",USA,Garden Banks - 669,Dawson Deep,Dawson Deep,Anadarko,Installed,Satellite,2006,FMC,1,"1,000",Dawson Deep came online end-July 2006
"USA, Gulf of Mexico",USA,Miss Canyon - 806,Mars B,Deimos Phase I,Shell,Installed,Satellite,2007,,3,915,"Field came online July 2007. Pending production results, Shell may have a 2nd Phased development for the field."
"USA, Gulf of Mexico",USA,,Delta House,Delta House,LLOG,Construction,Cluster,2014,,2,"1,418",
"USA, Gulf of Mexico",USA,,Delta House,Delta House,LLOG,Planned,,2016,FMC,3,"1,829",tree timing estimate
"USA, Gulf of Mexico",USA,Miss Canyon - 300,Delta House,Delta House,LLOG,Planned,Satellite,2016,FMC,2,"1,863",
"USA, Gulf of Mexico",USA,Miss Canyon - 772,Triton,Devil's Tower SW,Eni,Installed,,2012,Cameron,1,"1,719",Well spud 9/1/11. Drilling underway
"USA, Gulf of Mexico",USA,Miss Canyon - 445,Diamond,Diamond,Anadarko,Out of Service,Satellite,1994,FMC,2,640,
"USA, Gulf of Mexico",USA,Lloyd Ridge - 370,Diamond (Murphy),Diamond - Murphy,Murphy,Possible,Satellite,2016,,1,"3,048",tie-back to nearby infrastructure - Indep Hub or other nearby facility
"USA, Gulf of Mexico",USA,East Breaks - 945,Hoover/Diana,Diana,ExxonMobil,Installed,Cluster,1999,FMC,5,"1,460",
"USA, Gulf of Mexico",USA,Viosca Knoll - 915,Marlin Hub,Dorado,BP,Installed,Satellite,2009,Cameron,3,"1,085",
"USA, Gulf of Mexico",USA,Green Canyon - 244,Droshky,Droshky,Marathon,Installed,,2009,Cameron,4,884,9/07 Marathon conducting feasibility studies. Likely solution involves ss tie-backs to Troika. 4-6 dev wells.
"USA, Gulf of Mexico",USA,Garden Banks - 367,Dulcimer,Dulcimer,Mariner Energy,Installed,Satellite,1999,Cooper Cameron,1,349,
"USA, Gulf of Mexico",USA,Garden Banks - 667,Durango,Durango,Anadarko,Installed,Satellite,2003,FMC,1,23,JP Kenny is conducting detailed engineering & design for the tiebacks. FMC selected to deliver the SS trees. Delivery is scheduled to commence 4q02.
